,text,polarization
213,"Colquitt County school officials accused Rush Propst of multiple ethical violations, including dispensing medication to players and unruly behavior that includes cursing and screaming at players after losses and becoming “enraged” during a discussion with the county school superintendent.The accusations were first reported by The Moultrie (Ga.) Observer after the newspaper obtained the investigation report, through an Open Records request, that outlined the Colquitt County school system’s internal investigation into Propst after he was suspended last month and ultimately fired as head coach at Colquitt County (Ga.) by the school system last week.Among the most serious allegations centers on Propst dispensing “pills” to players. The report says Propst gave a pill to a player, who later seemed lethargic, during halftime of a 2012 game and promised not to dispense any more medication to players. Instead, Propst is accused of dispensing medication during the 2018 season. It’s unclear what kind of medication was given to players.Many school systems have a policy barring teachers and coaches from giving out medication, including over-the-counter products, and requiring that to be done by a doctor.Efforts to reach Propst have failed, although he’s indicated he declines interview request based on advice from his attorney.RELATED: Check out the Georgia Code of Ethics for educatorsIn addition, the report says Propst failed to show up at staff meetings during the 2018 season, that he missed 21 half or whole days during the 2018-19 school year without notifying his boss, and he became enraged when told by the superintendent that the team could no longer stay in a hotel the night before a home game. Propst is no longer the Colquitt County (Ga.) coach, and the case has been turned over to the Georgia Professional Standards Commission, which governs the state's education ethics and teacher certification programs.Paul Shaw, the GPSC’s director educator ethics, said an investigation normally takes 60 days. There’s also an appeals process, so the final punishment -- if any -- for Propst won’t be known for several months.The GPSC suspended Propst for a year in 2016 after he head-butted a player, but the coach appealed and the suspension was overturned.RELATED: See complete HS sports coverage from AL.comPropst remains on administrative leave, which is essentially a suspension with pay, pending the GPSC investigation's findings. Propst earns a base salary of $126,000, plus a $3,000 bonus for each playoff game. That's in addition to his retirement pay from Alabama.The Moultrie Observer report also says Propst owes $301,317.61 in federal back taxes dating back to 2010 and an additional $143,097.89 in state taxes.Propst rose to national prominence as head coach at Hoover, when the suburban Birmingham school was featured on MTV's ""2-A-Days."" At Hoover, Propst compiled a 110-16 record and won five state championships, but he left Hoover amid controversy after the 2007 season.At Colquitt County, he built the Packers into a national powerhouse -- going 119-35 and winning two state titles and making multiple other trips to the championship game -- and spearheaded an effort to build new facilities, including an indoor practice field. He has more than 300 career head coaching wins in Alabama and Georgia.Read the full report from The Moultrie Observer
",0.0
214,"Paul Finebaum has been adamant that Urban Meyer’s time at Ohio State is coming to an end.Just this week, Meyer addressed rumors of his future, saying he wasn’t going anywhere.Still, that hasn’t stopped Shelley Meyer, Urban’s wife, from tweeting her thoughts.“Ummmm, newsflash? Or Maybe not. He gets NONE OF MY ATTENTION. Should get no one else’s either. I don’t listen or watch him or his network anymore,"" Shelley Meyer tweeted, per The Big Lead.Finebaum fired back on Wednesday’s “First Take.”VIDEO“The reason why you couldn’t put that tweet up is after Urban was asked about it Monday Shelley Meyer deleted the tweet. Deleting seems to run in the Meyer family,” said Finebaum, who said she deleted the text after Urban Meyer was asked about it on Monday. “Remember Urban Meyer deleted texts, now Shelley Meyer — I don’t believe in deleting the tweet. You say something, everybody already knows it, it’s been disseminated across the country.“I don’t know what to say to her. I know her fairly well. She’s a nice woman. I think she has bigger problems right now dealing with whatever Urban is going through than slapping back at me.”Mark Heim is a sports reporter for The Alabama Media Group. Follow him on Twitter @Mark_Heim.",0.0
215,"Haikal became the second Kentucky Derby horse to be scratched from the field.It was announced Friday morning that Haikal, who finished third in the Wood Memorial, would not race in the Run for the Roses after it did not train Thursday morning at Churchill Downs.The news comes after opening morning-line favorite Omaha Beach was scratched Wednesday night. Trainer Kiaran McLaughlin said Haikal has an abscess in his left front hoof.""It's going to be a quick fix, but I don't know if it's going to be quick enough,"" McLaughlin said on Wednesday. ""He has to train for us to be comfortable with him. ... If he's still sore, he won't be.""TRAGEDY AT TRACK:Inside story of one of 23 horses who died at Santa Anita this seasonWANT TO WIN BIG?:Take a look at this Derby contenderKentucky Derby odds:Check out the Derby 2019 post position draw, jockeys, oddsHaikal was at 30-1 odds and was going to run out of the No. 11 post position. He is 3-1-1 in five starts. Jockey Rajiv Maragh will get the ride if Haikal is still able to go. Maragh is 0 for 5 in the Derby. The final scratch deadline is 9 a.m. Friday. Bodexpress was the first also-eligible this year and replaces Omaha Beach. There is no second alternate, so now the Derby will be run with 19 horses.       ",0.0
216,"A pair of social media personalities claim they've been banned indefinitely from Major League Baseball stadiums. This is the punishment they received for exposing their breasts to Astros pitcher Gerrit Cole during game 5 of the World Series.Two Instagram models claimed Monday that they've been banned indefinitely from Major League Baseball stadiums after the pair exposed themselves -- on live TV -- during Sunday night’s World Series Game 5.Footage, which swiftly made its way to social media, showed Houston Astros ace Gerrit Cole preparing to make a pitch in the bottom of the seventh when the two women – who were standing behind home plate at Nationals Park – lifted up their shirts to expose their breasts.The stunt appeared to have no effect on Cole, who briefly paused, or the Astros, who went on beat the Washington Nationals, 7-1, and take a commanding 3-2 lead in the best of seven series.
      Houston Astros starting pitcher Gerrit Cole throws against the Washington Nationals during the first inning of Game 5 of the World Series on Sunday. (AP)
      “During the game, you violated the fan code of conduct by exposing yourself during the 7th inning, in order to promote a business,” reads a letter MLB’s vice president of security and ballpark operations allegedly sent to the two women following the game. One of them posted a pic of the letter on Twitter.CLICK HERE FOR THE FOX NEWS APPIt added: “You are hereby banned from all Major League Baseball stadiums and facilities, indefinitely.”The World Series, which is being broadcast by FOX, returns to Houston for Game 6 Tuesday night at 8:07 p.m. ET.",0.0
217,"Fox News Flash top headlines for August 8 are here. Check out what's clicking on Foxnews.comNick Kyrgios was riding a wave of momentum heading into the Rogers Cup in Canada after having just won the Citi Open in Washington over the weekend.Any momentum Kyrgios may have had going into the Rogers Cup was stopped in its tracks Wednesday after the Australian tennis star melted down over a towel.FLASHBACK: NICK KYRGIOS RAGES AT UMPIRE, ACCUSES OFFICIAL OF 'RIGGING' MATCHKyrgios received a code violation during his loss to Kyle Edmund for cursing at the umpire when he realized a request he made prior to the start of the match went unfulfilled.According to Reuters, Kyrgios asked the umpire if he could have a white towel instead of the towel that features the tournament’s logo on it. The 24-year-old was five games into the match when he realized that he did not get the towel he had asked for.“You’re telling me that you can’t radio in just for one white towel?” Kyrgios asked after the umpire told him he wasn’t allowed to leave the chair.FLASHBACK: NICK KYRGIOS KICKS BOTTLE, TOSSES CHAIR IN OUTBURST AT ITALIAN OPENKyrgios was then handed a white towel, but it didn’t help cool him off.Edmund won the match 6-3, 6-4.Kyrgios is infamous for his on-court tirades.In June, he accused an umpire at Queen’s Club in London of “rigging” his match. In May, he threw a water bottle and a chair during the Italian Open.He was also given multiple code violations for obscenities and racket-smashing during the 2014 U.S. Open. He’s received multiple fines at Wimbledon and the Australian Open for cursing.CLICK HERE TO GET THE FOX NEWS APPHe also received an eight-week ban for allegedly not giving his best effort during a 2016 match at the Shanghai Masters. He has been on the receiving end of harsh criticism from tennis great John McEnroe, who said in 2016 he should retire.",0.0
219,"Former Alabama quarterback Jay Barker is getting back into the sports talk radio game, launching ""The Jay Barker Show"" with sports writer Lars Anderson and producer Kerry Adams on a statewide network this afternoon.Barker's show will air from noon-2 p.m. weekdays on 10 stations around the Southeast, with Tuscaloosa's WDGM Tide 102.9 FM serving as the flagship. The program will originate from a specially created studio at the AVX headquarters in Homewood.""As a company that seeks excellence every day, AVX is excited to partner with Jay Barker,"" said Mark Hinson, CFO of Audio Visual Excellence. ""We have so much respect for Jay and what he represents. He strives for excellence in all he does and we are honored to be a part of his team moving forward.""Barker, 46, was on the radio continuously in Birmingham from 2001 until this past February, when the ""Opening Drive"" show he co-hosted with former Auburn kicker Al Del Greco and radio personality Tony Kurre was canceled by WJOX-94.5 FM. While serving out the remainder of his non-compete contract with WJOX, Barker began formulating plans for a return to the air.He joined forces with Anderson, a longtime Sports Illustrated writer who now contributes to The Athletic and also teaches journalism courses at The University of Alabama. Adams, another Birmingham radio veteran, was Barker's producer on WJOX for five years after serving in a similar role with Paul Finebaum for a decade before Finebaum's move to ESPN.""This is something Lars and I started talking about probably a year-and-a-half ago or more,"" Barker said. ""We talked about doing a show together. I had wanted to move to mid-days for a while as my kids were getting older; that would fit my schedule better. And I started talking to Lars and Kerry about it and we were able to make it happen. Once we left JOX, we started putting it together, how we would do a show together.""Barker has kept busy during his time off the air by operating several business ventures, including a sporting good store and an event ticketing company. He's also been mentoring his son Braxton, who is a true freshman walk-on quarterback at Alabama this fall.Anderson wrote for Sports Illustrated for 20 years before moving to Tuscaloosa and joining the Alabama faculty. Though he has been a frequent guest and guest host on various shows over the years (including Barker's), this will be his first full-time venture into sports talk radio.""I'm just looking forward to being back talking about sports every day,"" Anderson said. ""What I always try to do with my stories in Sports Illustrated and The Athletic is take readers places they can't regularly go. I think Jay and I and Kerry can do that to a degree on this radio show because of our extensive contacts that we have and the guests we'll be able to get.""... Jay's the quarterback, I'm the reporter. It's my job to get information out of Jay that he might not even know he possesses, just what it's like to be a quarterback at Alabama or 'this is what quarterbacks go through' and try to keep it as general as possible.""Barker's new show joins a Tide 102.9 FM lineup that also includes The Blitz with Martin Houston (Barker's former teammate) at 6 a.m., Inside the Locker Room with Wimp & Barry Sanderson at 7 a.m., The Gary Harris Show at 9 a.m., Southern Fried Sports with Travis Reier at 11 a.m. and The Game with Ryan Fowler from 2 p.m.-6 p.m. The noon-2 p.m. time slot had been vacant since Aaron Suttles left for WJOX in March.Barker's show will be largely interview-driven, he said. Having quarterbacked Alabama to the 1992 national championship, he said he's happy to be back on the air in the Tuscaloosa market.""I love being around it,"" Barker said. ""I love being able to talk to coaches and former players and current players, and I also wanted to get back to Tuscaloosa and re-connect there.""But we're going to be on stations all the way from up in Nashville all the way down to the Gulf Coast. It will be the biggest network I've ever been on, so it's going to be pretty amazing.""",0.0
220,"It might be a drop in the bucket for the man, but the NBA has fined Mark Cuban $50,000 for leaking information during a Board of Governors meeting, per ESPN. The Dallas Mavericks owner and high-profile businessman received the penalty as a result of divulging the fact that coaches' challenges would be instituted next season while the meeting that ratified the rule was still in session. Reportedly, Sacramento Kings owner Vivek Ranadivé was the owner who raised concerns about the leak. The league did not publicly announce the fine, meaning someone leaked it to ESPN. ""I appreciate the irony of your reporting on a fine that someone should, but won't, get fined for leaking to you,"" Cuban told ESPN. According to Business Insider, Cuban's net worth is $4.1 billion.  ",0.0
221,"Dallas Cowboys defensive tackle David Irving let his career go up in smoke Thursday during an expletive-filled live stream on Instagram where he said he was done playing football.""Basically guys, I quit,"" Irving said while appearing to smoke marijuana. ""I'm out of there. It's a lot of reasons why I've come to this decision.""Irving was suspended indefinitely last week for violating the NFL’s substance abuse policy. The five-year veteran served four-game suspensions during the 2017 and 2018 seasons for previous drug policy violations as well.TOP PROSPECT ASKED EYEBROW-RAISING QUESTION AT 2019 NFL SCOUTING COMBINEThe Cowboys indicated last month its intention not to resign the 25-year-old during the offseason, according to the Dallas Morning News. In his video, Irving criticized the league’s stance on marijuana, arguing the drug is a safer alternative than pills for treating football-related injuries.“How many NBA players you see getting in trouble about this?,” Irving said before asking how many athletes in other sports and get in trouble for smoking marijuana. “Not many. I appreciate my true fans who appreciated me for who I am, not for the whole football stuff because football does not define me.""EX-NFL PRO BOWL TIGHT END KELLEN WINSLOW JR. ACCUSED OF TOUCHING HIMSELF IN FRONT OF ELDERLY WOMAN, COPS SAYIrving, who will be a free agent when the league year begins in a week, compared his stance on marijuana to Colin Kaepernick's national anthem protest. The quarterback has not played football since 2016.""I don't think I'm a bad guy for choosing this route. I stand up for what I believe in. It is bulls---. I'll 'Kaepernick' myself before they 'Kaepernick' my ass.""CLICK HERE FOR THE FOX NEWS APPIrving played two games last season for a total of 56 snaps and one sack, according to the paper.",0.0
222,"Maryland placed head coach DJ Durkin on administrative leave on Saturday while the school scrutinizes allegations of poor behavior by the football staff, apparent misdeeds that came to light following the death of a player on the practice field.In an open letter, athletic director Damon Evans wrote: ""At this time, the best decision for our football program is to place Maryland Head Football Coach DJ Durkin on leave so we can properly review the culture of the program.""Offensive coordinator Matt Canada will serve as interim coach.Earlier Saturday, the head of the football team's strength and conditioning staff was placed on paid leave while the school investigates claims he verbally abused and humiliated players, according to a person briefed on the situation. The person spoke to The Associated Press on condition of anonymity because Maryland had not announced the decision regarding Rick Court.Maryland has also placed two athletic training staffers it did not identify on leave as it investigates the death of Jordan McNair. The 19-year-old offensive lineman was hospitalized May 29 after a team workout and died June 13. Dr. Rod Walters, a former college athletic trainer, has been hired by Maryland to investigate the circumstances. A report is expected by Sept. 15. McNair's parents are being represented by Baltimore attorney Bill Murphy, whose firm is also investigating.In his open letter, Evans wrote: ""The external review into the tragic death of Jordan McNair continues, and we have committed to releasing publicly the report being prepared by an independent and national expert.""ESPN reported that head football athletic trainer Wes Robinson and director of athletic training Steve Nordwall were placed on leave by Maryland.An ESPN story Friday quoted unidentified players, former players and former members of Durkin's staff, who contended Court and Durkin created a toxic culture within the program.""The safety and well-being of our student-athletes is our highest priority,"" Evans wrote. ""These alleged behaviors are not consistent with the values I expect all of our staff to adhere to and we must do better.Durkin is starting his third season at Maryland. The 40-year-old former Michigan defensive coordinator is 11-15 in two seasons after receiving a five-year, contract worth $12.5 million in December 2015.Durkin brought Court to Maryland to lead the strength and conditioning staff in 2016. Court had been the head strength coach at Mississippi State since 2014 under coach Dan Mullen. Court also worked with Durkin at Bowling Green in 2005 and '06, when Durkin was an assistant.Mississippi State quarterback Nick Fitzgerald expressed support for Court on Saturday. Fitzgerald's first two seasons with the Bulldogs coincided with Court's time leading the strength program at the school.""He worked us hard,"" Fitzgerald told the AP. ""They were definitely tough workouts, but ultimately he wasn't out to get anybody. He wasn't out to hurt anyone. His job is to make us physically fit and ready for the season and that's exactly what he did. From what I remember, he never really went over the line or did anything crazy like that.""",0.0
223,"Fox News Flash top headlines for July 9 are here. Check out what's clicking on Foxnews.comSerena Williams was fined $10,000 on Monday after reportedly damaging a court before the start of the Wimbledon tournament.The All England Club fined the American tennis pro for damaging a court during practice before the start of the Grand Slam tournament, although further details surrounding the incident were not immediately available.According to DailyMail reporter Mike Dickson, the fine came after Williams threw her racket, causing some sort of damage to the famous English grass courts.OFFICIALS BAN PLASTIC CKET COVERINGS AT WIMBLEDON TO BECOME MORE ENVIRONMENTALLY FRIENDLY Williams' fine is one the largest of the tournament this year by far.
      Serena Williams celebrates winning a point against Spain's Carla Suarez Navarro in a women's singles match during day seven of the Wimbledon Tennis Championships in London, July 8, 2019. (AP Photo/Kirsty Wigglesworth)
      Italian Fabio Fognini was fined $3,000 during his third-round loss after saying he wished a bomb would hit Wimbledon.Nick Kyrgios was handed two fines, one for $3,000 from the first round and another for $5,000 from the second round — both for unsportsmanlike conduct.Australian tennis player Bernard Tomic was hit with the largest fine -- his full prize money of $56,500 in the first week of Wimbledon for not meeting ""the required professional standards"" in his first-round loss. His fine, unlike the others, was for a lack of effort, a penalty he can appeal.CLICK HERE TO GET THE FOX NEWS APPWilliams eased into the Wimbledon quarterfinals for the 14th time Monday by beating Carla Suarez Navarro 6-2, 6-2. She is looking for her eighth Wimbledon title after losing last year's final to Angelique Kerber.The Associated Press contributed to this report.",0.0
224,"Fox News Flash top headlines for August 7 are here. Check out what's clicking on Foxnews.comBaltimore Orioles outfielder DJ Stewart suffered a concussion during a bizarre mishap Tuesday while the team was playing against the New York Yankees.Stewart was in left field trying to make a play on a fly ball hit by Mike Ford. Stewart was charging the ball and dove a bit too early and, as he was lying on the field, the baseball hit him in the head.PEDRO MARTINEZ SAYS 2009 PHILLIES TEAM WAS BATTLING SWINE FLU DURING WORLD SERIESHe was subsequently removed from the game in the next half-inning and manager Brandon Hyde told reporters after the game that he had suffered a concussion and was placed on the seven-day concussion injured list, according to MLB.com.“It definitely took longer than I expected. I didn’t think I’d be out that long at all,” Stewart told reporters. “I’m going to go out there and show what I can do.”Stewart has played in eight games for Baltimore this season. He was hitting .160 with a .352 OPS in 26 plate appearances. It’s his second season with the Orioles.CLICK HERE TO GET THE FOX NEWS APPTo add insult to injury, the Orioles lost the game 9-4. Baltimore has lost 12-of-14 against New York this season.",0.0
225,"A fireworks display during the Titan's pregame entrance set part of the field ablaze, which field crews quickly extinguished.A game between the Indianapolis Colts and Tennessee Titans got off to a scorching start as a large fire erupted at Nissan Stadium in Nashville just before both teams were set to play.A piece of pyrotechnics equipment designed to shoot flames during introductions ignited near the sidelines where Titans players usually enter the field, making for a crazy scene on Sunday afternoon just prior to the singing of ""The Star-Spangled Banner.""ANTONIO BROWN REJECTED $2M SETTLEMENT WITH WOMAN WHO ACCUSED HIM OF RAPE: REPORT SAYSOne of the flame-throwing boxes tipped over toward the stands, setting the turf on fire as the Titans celebrated the jersey retirements of former players Steve McNair and Eddie George, ESPN reported.
      A fire from a pyrotechnics machine burning on the field before the game between the Tennessee Titans and the Indianapolis Colts on Sunday. (AP Photo/James Kenney)
      It could be seen blowing hot flames toward the spectators in a manner that resembled a massive flamethrower. Smoke blew out from the flames into the air toward spectators sitting nearby who were forced to move back a few rows to safety.CLEVELAND BROWNS ISSUE BAN FOR BEER THROW TO MAN WHO DIDN'T ATTEND GAME AGAINST TITANS: REPORTThe malfunction took place just 10 minutes before the scheduled noon kickoff.Stadium employees quickly extinguished the fire. The start of the game was unaffected by the eruption and no one was injured.
      Crews extinguishing the fire before the game in Nashville. (AP Photo/Wade Payne)
      CLICK HERE TO GET THE FOX NEWS APPCrews reportedly covered the pyrotechnics machine with sand following the incident, and all that remained was a charred mound on the sidelines.""There was a mechanical failure by one of the pyrotechnic devices which resulted in a fire,"" the team later said in a statement. ""The vendor will be required by the state of Tennessee to undergo an inspection for the defective device and the others that were used to determine the final cause.""Fox News' Mike Arroyo contributed to this report.",0.0
226,"In the first of a six-part series profiling the late Aaron Hernandez, The Boston Globe reported the former New England Patriots tight end was sexually abused as a child, beaten by his father and began smoking marijuana regularly in high school.The Globe’s “Spotlight Team” produced the series after hours of interviewing people who knew Hernandez, sifting through thousands of court and government records, and reading numerous of texts and emails Hernandez sent before killing himself in prison last year. The report also includes information gathered from about 300 phone calls over a six-month period Hernandez made from jail.At the time of his death, Hernandez was serving a life sentence without parole for the 2013 killing of his friend Odin Lloyd. Hernandez was found hanged by a bed sheet inside his prison cell April 19, 2017, days after he was found not guilty for the double murder of two men on a Boston street in 2012.Included within The Globe's report:► During Hernandez's NFL career, agent Brian Murphy was trying to counsel Hernandez on the need to always fulfill his obligations in business deals.“No, no,” Hernandez told Murphy.Hernandez reached into his closet and pulled out a rifle.  “I get my respect through weapons,” he said.Murphy told a grand jury that he interpreted it as a joke. ► Hernandez adored his father Dennis, even though he and his brother Jonathan were often ""beaten and brutalized"" by him, according to The Globe. Friends took note that Hernandez didn’t cry when his father died at age 49 from routine hernia surgery, according to The Globe, and yet some believe he never recovered from his father’s death.► Hernandez's high school quarterback Dennis SanSoucie told The Globe he and Hernandez smoked marijuana before school, before practices and after games. The Globe stated this was the beginning “of Hernandez’s lifelong relationship with getting high, even before big games.”► SanSoucie also told The Globe he had a sexual relationship with Hernandez in middle school and high school, a relationship they hid from everyone. ► Jonathan Hernandez told The Globe that Aaron Hernandez revealed to him later as an adult that he was sexually molested as a young boy. Jonathan Hernandez declined to name who had molested his brother. ",0.0
227,"Dabo Swinney has agreed to a new 10-year, $93-million contract at Clemson, which includes an “enhanced buyout” should he one day leave for the Alabama job.Swinney, a Pelham native and Alabama graduate, is now the highest-paid coach in college football at an average of $9.3 million per year through the 2028 season. The Crimson Tide’s Nick Saban previously topped the list at an average of $9.25 million per year.“I am grateful and humbled by the incredible commitment Clemson has made to me, my family and our football program,” Swinney said. “For more than a decade, we have given our all to provide this world-class university and our incredible fans the championship football program they deserve — to live up to Best is the Standard. With this contract, we make a collective statement that we intend to continue pursuing championships and developing total student-athletes for years to come.“Our sustained continuity in vision, people and culture has been a key ingredient to our success, on- and off-the field. I am thankful for the leadership we have at Clemson and appreciate all they do for Clemson Football. I am truly blessed to be your Head Football Coach.”The 49-year-old Swinney is 116-30 in 11 seasons at Clemson, including national championships in two of the last three seasons. His 2018 team was the first in modern major college football history to go 15-0, and beat Alabama 44-16 in the College Football Playoff title game.Nevertheless, Swinney’s name continues to come up as the likely successor to Saban when the 67-year-old Alabama coach chooses to retire. Swinney’s new contract addresses that with an unusual buyout clause.Should Swinney leave for a job besides Alabama, the buyout would be $4 million through 2020, $3 million through 2022, $2 million through 2025 and $1 million through 2027. Should he leave for Alabama, he’d owe an ADDITIONAL $2 million through 2020, $1.5 million through 2022, $1 million through 2025 and $500,000 through 2027.“Dabo’s leadership of our football program has brought value, exposure and unprecedented levels of success not only to our athletics program but to the entire university,” Clemson athletics director Dan Radakovich said. “He has demonstrated the ability to consistently achieve at the highest level on and off the field, and he has done so with a commitment to integrity and core principles. This new agreement is evidence of Clemson’s steadfast commitment to Dabo and to our football program, and we are thrilled that he and his family will be a part of our community for years to come.”Saban is under contract through 2025 under the terms of an eight-year, $74 million deal he signed last summer. He made $7.5 million last season, with his salary set to go up $400,000 each year during the deal and also including an $800,000 signing bonus and completion bonuses at the end of 2019, 2020 and 2021.Swinney will earn $8.25 million each of the next two seasons, with his salary rising to $9 million by 2024 and $10 million by 2027. He would also receive $1 million “retention bonuses” in the spring of 2021 and 2023 if he is still at Clemson. ",0.0
228,"Many have come and gone.Birmingham has been home to plenty of professional football teams -- the Vulcans, Stallions, Barracudas, Steeldogs and Thunderbolts -- at Legion Field, and most of them were short-lived.But a new league and franchise – with DNA infused from regional colleges and a handful of professional teams – is setting up shop in Birmingham for a spring debut.It’s the Birmingham Iron, set to kick off its inaugural season in the Football Capital of the South as part of the Alliance of American Football. The AAF kicks off in February, with the Iron hosting the Memphis Express for its debut at Legion Field on Sunday at 3 p.m.All eight members of the new spring football league spent Janaury in training camp in San Antonio, providing a shroud of mystery as the season approaches.""You can expect to see professional football,"" Iron head coach Tim Lewis said. “That’s what we’re building here in Birmingham. We have some of the best football minds as part of our staff and plan to bring that to the fans every weekend. The team as a whole is going to be exciting and we’ll have a lot of diverse personalities that fans can relate to, both on and off the field.”
Professional football has become more wide-open and fan friendly, exciting fans with spread offenses, and Lewis said he expects the league to be filled with a variety of offensive schemes.""It'll be what you see on Sundays right now in the fall -- a mixture of runs, passes, inside-outside, deep play-action, all of it,” Lewis said. “When you turn the set on Sundays right now, you see diversity every week. You’ll see west coast offenses, you’ll see play-action pass offenses and you’ll see deep-shot offenses. When you look at the Rams and at some of the teams that are in the (NFL) playoffs – New Orleans, New England and Kansas City – they’re all very different, and we’ve put together a number of plays that would look a lot like those.”At its nuts and bolts, football is a simple game: score points and stop the other team from doing the same. Professional offenses are geared to keep the action flowing but defense is still what changes game's the momentum.Lewis is a defensive-minded coach – he was a first-round pick at cornerback for the Green Bay Packers in 1983 and has spent his entire 30-plus year coaching career as a defensive assistant – so it should come as no surprise that he plans to implement a tenacious defensive scheme for the Iron.“Defensively, we’ll do everything that we can to stop the run and pressure the passer,” he said. “You’re going to see a lot of college-type offenses – lateral offenses that go east and west – so we’re going to be prepared for that as well. We’ve got really good football minds and very good football players that are able to adapt and adjust. We’ve got all of our bases covered.”
One of the more interesting aspects of the AAF is how rosters are assembled. The teams are assigned areas, designating player rights, which include 20 colleges, four NFL teams and two CFL teams.The Iron’s blueprint includes all 13 Alabama universities that field teams in the NCAA – along with Indiana University of Pennsylvania, Louisiana Tech, Maryland, Mississippi State, NC State, Missouri and South Carolina. The professional franchises included are the New England Patriots, Buffalo Bills, Cleveland Browns and Pittsburgh Steelers, and the CFL’s Montreal Alouettes and Ottawa Redblacks.That means many Iron roster spots are filled with players who played college football in the state of Alabama, including Alabama’s Trent Richardson and Blake Sims and Auburn’s Quan Bray and Chris Davis.Still, the questions remain as to who is expected to breakout and become household names for the Iron.Lewis may have been coy as it relates to the final look of the team but did offer up some names that have made an impression through training camp.""I can tell you this,"" he said. ""Some of the regional favorites that are on our Iron roster – the Trent Richardsons, the J.C. Hassenauers, the Blake Sims and the Nick Novacks, to just name a few – they’re doing a fantastic job being great leaders on our team and people can expect to see them contribute and contribute a lot.”
Lewis said he likes what he’s seen from the team ahead of Sunday's debut. The Iron, as the name implies, conjures images of a blue-collar team built on the values of tough running and stifling defense, but the exact identity the team hopes to imbue in its inaugural season is still in the foundation stages.""I would say the identities are something that kind of come with productivity,” Lewis said. “You really have to put it out there and put it on tape. Right now, we’re trying to learn our playbooks, we’re trying to learn each other, and we’re trying to build that identity.”But that doesn’t mean Lewis is unsure of what he wants this team to be about.“We’re still in the process of building it,” Lewis said, “and each team is always going to have a different one. The identity that I would like to see the team have is that as of one being a strong, fast, tough, resilient and durable team no matter what the circumstances. One that will – if you will – ‘forge’ on no matter what the adversity. That would be the way I’d like to see this team develop.”VIDEO",0.0
229,"Philadelphia Phillies outfielder Odubel Herrera will be suspended for the remainder of the season over a domestic-violence case.Charges against Herrera were dropped on Wednesday when his girlfriend declined to press charges.But Major League Baseball said it was still investigating the case and on Friday the commissioner's office announced that Herrera had accepted a suspension for the remainder of the season and the postseason, retroactive to June 24. That's a total of 85 regular-season games.MLB said he won't appeal the ruling and would enter an evaluation and treatment program.Herrera has been on leave since soon after he was arrested on suspicion of simple assault in Atlantic City in late May.Police had been called to the Golden Nugget casino on May 27 because of a report of a domestic assault. According to the police report, ""The victim had visible signs of injury to her arms and neck that was sustained after being assaulted by her boyfriend, David Odubel Herrera, during a dispute. The victim refused any medical attention.""Herrera released a statement through the Major League Baseball Players Association in which he apologized ""to the Phillies organization, my teammates and all of my fans.""""I acted in an unacceptable manner and am terribly disappointed in myself,"" he said. ""I alone am to blame for my actions. I've taken meaningful steps to assure that nothing like this will ever happen again.""The Phillies said they support the league's ruling.""All instances of domestic violence are abhorrent and unacceptable, and we unequivocally support baseball's collective efforts to prevent domestic abuse,"" the team said in a statement. ""We are encouraged by Odubel's acceptance of his discipline as an indication of his willingness to learn from this and change his behavior.""Herrera, an All-Star in 2016, is batting .222 this season with one home run and 16 RBI.***",0.0
