,url,text,polarization
271,vk,"Yago wie?. Profiel Yago R. Yago wie?. Profiel Yago R. Yago R., de veroordeelde Syriëganger die graag zou terugkeren naar Nederland, radicaliseerde in zijn Arnhemse jeugdjaren. Hij was een buitenbeentje en bezocht de Al Fath-moskee. Daar zeggen ze hem niet te kennen. 'Yago heet hij?' vraagt Rachid El Messaoudi die, gestoken in een bruine djelleba, achter de kassa staat in het inpandige groentezaakje van de Arnhemse Al Fath-moskee. 'Ik zou het echt niet weten. Er komen zoveel mensen hier bidden, je kunt niet iedereen onthouden.' Een goed beeld krijgen van Syriëganger Yago R. is lastig. Familieleden van de 26-jarige R. weigeren elk contact met media. Arnhemse moslims kunnen zich R., die inmiddels gevangen zit bij Koerdische rebellenstrijders in Noord-Syrië, nauwelijks herinneren. Ook voor maatschappelijk werkers die goed op de hoogte zijn van de Arnhemse Syriëgangersproblematiek is R. een groot vraagteken. Het weinige dat wel bekend over hem is, schetst het beeld van een buitenbeentje uit een seculier middenklassemilieu dat een nieuw thuis vond bij radicale moslims uit de Arnhemse achterstandswijken. 'Die Yago kan niet door deze moskee zijn geradicaliseerd', zegt El Messaoudi, een jongere broer van Al Fath-moskeevoorzitter Moustafa El Messaoudi. 'In de tijd dat hij hier moet zijn gekomen, hadden we nog zo'n imam van de oude stempel die alleen voorging in het gebed en verder niet zoveel deed.' In een recent interview met de Volkskrant vertelde R. dat hij voor zijn uitreis in 2014 'bijna dagelijks' met vrienden van Marokkaanse afkomst naar 'een Marokkaanse moskee' in Arnhem ging. Dat kan maar één moskee zijn geweest: de veertig jaar oude Al Fath-moskee aan de Van Oldebarneveldtstraat, die vooral door Marokkaanse Nederlanders wordt bezocht en bestuurd. De enige andere Marokkaanse moskee in Arnhem, de Nour al Houda, ging pas in 2015 open. Al Fath is bovendien dezelfde moskee die ook",0
788,https://nos.nl/artikel/2279357-hiddema-debat-anne-faber-niet-scherp-genoeg-door-aanwezigheid-familie.html,"Kamerlid Theo Hiddema van Forum voor Democratie zegt dat minister Dekker in het Kamerdebat over de zaak-Anne Faber is gespaard, omdat de familie van Anne Faber in de zaal zat. In het NOS-radioprogramma Met het Oog op Morgen zei hij dat hij daarop tegen was. ""Ze hadden de zitting op de publieke tribune kunnen bijwonen. Nu werden ze deel van de plenaire behandeling. Dat gaf een bepaalde waardigheid, die het debat niet ten goede komt. Door de behoefte van Kamerleden zich in te houden, kon de minister er ongeschonden vanaf komen. Doordat de familie geen koppensnellerij wilde, hebben ze het met zijn allen zo gespeeld dat er geen koppen zouden rollen."" Hiddema kreeg vanuit de Kamer veel kritiek op zijn optreden, waarin hij gruwelijke details benoemde uit andere verkrachtingen door Michael P., de moordenaar van Anne Faber. Toen hij die schetste, verlieten de ouders van Anne Faber de zaal. Hiddema zegt dat hij daar niets van begrijpt. ""Ik heb het helemaal niet over hun zaak gehad. Van tevoren heb ik zelfs nog kennisgemaakt met de ouders."" Hiddema wilde alleen wijzen op het falen van justitie in de andere zaken van P., zegt hij. ""Ik ben gewoon boos op mensen die met een grote verantwoordelijkheid zijn toegerust, en die als het erop aankomt er een potje van hebben gemaakt."" Als P. niet zonder onderzocht te zijn op straat was gezet, zoals nu is gebeurd, was er waarschijnlijk niets met Anne Faber gebeurd, benadrukt Hiddema. Andere Kamerleden en Kamervoorzitter Arib, die hem aanvielen op zijn betoog, verwijt hij dat ze politiek voordeel wilden behalen. ""Maar ik was niet uit op een confrontatie. Het was een stel blindenmannen die P. op straat hebben gezet. Niemand kende de feiten. Ik was de enige die de boel wakker schudde.""",1
646,https://nos.nl/artikel/2351928-tweet-wilders-over-coronapatienten-met-niet-westerse-achtergrond-wekt-woede.html,"PVV-leider Wilders heeft woede gewekt met een tweet over coronapatiënten met een niet-westerse achtergrond. Politici van regeringspartijen D66 en CDA en oppositiepartijen SP, PvdA, GroenLinks en Denk reageren boos op de tweet. De politici uiten op Twitter hun ongenoegen over Wilders' opmerking dat de behandelingen en operaties van ""Henk en Ingrid"" worden uitgesteld, omdat de IC-bedden worden bezet door ""Mohammed en Fatima"", ""die onze taal niet spreken en lak hebben aan de regels"". Wilders reageerde met zijn tweet op uitspraken van het hoofd van de IC-afdeling het Amsterdamse VUmc, Armand Girbes, in het radioprogramma Argos van de VPRO. Girbes heeft de indruk dat het merendeel van de coronapatiënten in de vier grote steden van niet-westerse afkomst is. Taal ""Als je kijkt naar de verschillen en overeenkomsten met de eerste golf, dan valt op dat wij nu voornamelijk patiënten hebben met een niet-westerse achtergrond, waarbij het ook zo is dat zij de Nederlandse taal niet helemaal machtig zijn"", zegt Girbes. Naar aanleiding daarvan informeerde hij bij ziekenhuizen in Rotterdam, Den Haag en Utrecht hoe het daar was en die hadden soortgelijke ervaringen. ""Racistische drek"" PvdA-leider Asscher verwijt Wilders dat hij over de rug van mensen die op de IC liggen verdeeldheid probeert te zaaien. ""Racistische drek"", stelt Asscher. Het CDA noemt de uitspraken jammer en vraagt zich af of de toekomst van jongeren hiermee geholpen wordt. D66-fractievoorzitter Jetten zegt in zijn tweet: Kap eens met die ""tegen-elkaar-opzetten-tweets"". Hij wil dat de PVV meezoekt naar oplossingen, zoals meer doelgroepencommunicatie, in vele talen, zoals het Pools en Arabisch. Wilders is dat niet van plan, laat hij in een reactie weten. ""Doelgroepencommunicatie"" in het Arabisch in moskeeën? Dit is Nederland, hier spreken we Nederlands en wie hier onze taal niet spreekt heeft hier niets te zoeken.",1
625,https://nos.nl/artikel/2359450-toch-geen-rechtszaak-over-referendum-forum-voor-democratie-het-heeft-geen-zin.html,"Er komt toch geen rechtszaak over het referendum bij Forum voor Democratie, waarbij Thierry Baudet opnieuw tot partijleider werd gekozen. Het heeft geen zin, zeggen de drie initiatiefnemers nu. De voormalige fractieleiders van de partij in Overijssel en Utrecht, Johan Almekinders en Wouter Weijers, en ex-kandidaat-Tweede Kamerlid Jan-Cees Vogelaar zeiden vrijdag dat er geen goed referendum kon worden gehouden, omdat onder meer de ledenadministratie niet op orde was. Ook was er geen onafhankelijk toezicht van een notaris. ""Met het houden van een zogenaamd bindend referendum heeft zich gisteren binnen FvD een politiek feit voltrokken. De partij is een lege huls geworden. Een rechtszaak met een lege huls als inzet heeft geen zin"", zeggen de drie in een verklaring. Wel steun voor andere zaak Almekinders, Weijers en Vogelaar maakten vrijdag bekend dat ze een rechtszaak wilden aanspannen. Het referendum was op dat moment al aan de gang. De digitale ledenraadpleging over het partijleiderschap werd ruim gewonnen door oprichter Thierry Baudet. FvD-lid Floor Drost stapt wel naar de rechter om ervoor te zorgen dat het partijbestuur verantwoording aflegt. Almekinders, Weijers en Vogelaar gaan hem daar nu bij steunen, hebben ze gezegd. De afgelopen weken braken veel volksvertegenwoordigers en kandidaat-Kamerleden met de partij en Thierry Baudet. Zij waren kwaad omdat omdat er binnen Forum voor Democratie onvoldoende werd opgetreden tegen rechts-extremistische en antisemitische uitlatingen in de jongerenclub JFVD en omdat Baudet tijdens een partijbijeenkomst ongepaste uitspraken zou hebben gedaan.",1
591,https://nos.nl/collectie/13860/artikel/2372941-lijsttrekkers-proberen-nog-een-keer-hun-punt-te-maken,"De lijsttrekkers van de acht grootste partijen hebben in het NOS-slotdebat geprobeerd nog zoveel mogelijk zwevende kiezers aan hun kant te krijgen. In de hal van het Tweede Kamergebouw zochten ze de confrontatie op verschillende onderwerpen. Zo viel PVV-leider Geert Wilders VVD-lijsttrekker Mark Rutte aan op zijn leiderschap. De premier had de stelling aangeleverd dat Nederland alleen met realisme en positivisme uit de crisis kan komen. ""Je moet wel lef hebben"", vond Wilders. ""Om met positivisme te komen als je zoveel mensen de vernieling in hebt geholpen."" Hij doelde daarmee vooral op de toeslagenaffaire, die de aanleiding was voor het aftreden van het kabinet. ""U heeft de rechtsstaat met voeten getreden. Waarom bent u er nog?"", vroeg Wilders zich af. Rutte zei dat hij een afweging heeft gemaakt en dat zijn conclusie was dat hij ""per saldo"" door kon gaan. ""We hebben ook veel dingen goed gedaan."" Volgens Rutte is het juist Wilders die zijn kiezers in de steek laat. ""Ik neem verantwoordelijkheid. U staat met schone handen aan de zijlijn."" Ook in de laatste Peilingwijzer voor de verkiezingen staat de VVD onbedreigd op de eerste plaats. Spannend wordt wel de race om de tweede plek. PVV, CDA en D66 zitten dicht bij elkaar, en die laatste partij lijkt in de lift te zitten.Hoofddoek D66-lijsttrekker Sigrid Kaag werd fel aangevallen door Wilders op het onderwerp immigratie. Het ging over de hoofddoek die Kaag droeg toen ze als minister van Buitenlandse Handel op bezoek was bij de leiders van Iran. ""Terwijl vrouwen daar op straat werden geslagen omdat ze hun hoofddoek afdeden, deed u een hoofddoek om en boog voor de ayatollahs. Daarmee heeft u de vrouwenrechten verkwanseld en die vrouwen verraden"", zei Wilders. Kaag was zichtbaar boos over die aantijging. ""Dit accepteer ik niet!"" Volgens haar was haar bezoek in het belang van de veiligheid in het Midden-Oosten. ",1
434,https://www.parool.nl/amsterdam/fracties-vliegen-elkaar-nu-al-in-de-haren-over-festivals~b5c3d4d27/,"Het evenementenbeleid verdeelt ook de gemeenteraad van Amsterdam. In de commissie vlogen voor- en tegenstanders elkaar in de haren. Burgemeester Femke Halsema had het debat vanuit haar werkkamer volgens eigen zeggen ‘met enige verwondering’ gevolgd. Haar brief aan de raad met daarin onder meer de bezorgde constatering dat het evenementenbeleid leidt tot polarisatie in de stad, veroorzaakte donderdag in de commissie prompt een bij vlagen venijnig debat tussen de fanatiekste voor- en tegenstanders van grootschalige evenementen. Illustratief, noemde de burgemeester de woordenwisseling in de commissie. Met haar brief had Halsema juist voor rust willen zorgen. De komende twee jaar moeten wat haar betreft worden gebruikt om de evenementensector te laten herstellen van de klapvan corona en op het gemak toe te werken naar een nieuw evenementenbeleid in 2023. In de tussenliggende periode kan een dialoog op gang komen tussen organisatoren en bezorgde burgers. In de haren Vooruitlopend op die dialoog vlogen de fracties in de commissievergadering elkaar vast in de haren. Festivalpartijen als VVD, D66 en GroenLinks kregen het aan de stok met de partijen die in dit dossier opnemen voor de natuur en de burger: SP, Partij voor de Dieren en ChristenUnie. Daarbij vlogen de verwijten (leugenaar, wappie, raaskallen) heen en weer, een gekozen strategie die de partijen niet veel dichter bij elkaar bracht. Alle fracties zeiden niettemin uit te kijken naar een dialoog. De meningen lopen uiteen over het gebruik van een aantal festivallocaties in de stad. Omwonenden van het Westerpark, de Gaasperplas, Tuinen van West en het festivalterrein N1 in Westpoort hadden met steun van hun stadsdelen tevergeefs gevraagd om minder, andersoortige of geen evenementen. In de commissie werden moties aangekondigd die in de raad op flinke steun lijken te kunnen rekenen. ",1
80,ad,"Voetbalwedstrijd wordt vechtpartij. Grensrechter slaat doelman knock-out Voetbalwedstrijd wordt vechtpartij. Grensrechter slaat doelman knock-out Een voetbalwedstrijd tussen vv UNO uit Hoofddorp en het Haarlemse Geel-Wit is zaterdag compleet uit de hand gelopen. De politie hield een grensrechter aan, nadat hij een doelman bewusteloos had geslagen. Het eerste team van vv UNO nam het thuis op tegen het Haarlemse Geel-Wit. Nadat het op het veld uit de hand liep, en er over en weer geslagen werd, mengde een grensrechter zich in het gevecht. De 34-jarige man, gekleed in het oranje, met nummer 2 op zijn shirt, gooide zijn geelrode grensrechtervlaggetje op de grond en haalde met een krachtige vuistslag uit naar de doelman van UNO. De doelman, in het rood, met nummer 1 op zijn shirt, ging meteen tegen de grond. Medische begeleiders renden het veld op om zich over de keeper te ontfermen. De UNO-doelman werd bewusteloos geslagen, zegt voorzitter jeugdcommissie Lennert Böhmer van Geel-Wit. De politie heeft de grensrechter uit Haarlem aangehouden voor mishandeling. De 34-jarige voetbalt zelf ook voor Geel-Wit. Het slachtoffer werd ter controle naar het ziekenhuis overgebracht en bleek daar een hersenschudding te hebben opgelopen, meldt de politie. Veilige club ,,We vinden het heel erg wat er is gebeurd. Iedereen is erg aangeslagen. We willen juist bekendstaan als een sportieve en veilige club'', zegt Lennert Böhmer verontschuldigend. Volgens hem stond de verdachte niet bekend als iemand met een 'kleurrijk kaartverleden'. Politieagenten begeleidden de tegenstanders van het Haarlemse Geel-Wit naar de parkeerplaats zodat deze de Hoofddorpse voetbalclub konden verlaten zonder dat opnieuw vechtpartijen uitbraken. De club reageert: ,,Voetbalvereniging UNO keurt iedere vorm van geweld zowel op als rondom de velden af. Als vereniging hebben wij respect en sportiviteit hoog in het vaandel staan. Het bestuur zal in gesprek gaan met alle betrokken partijen om dit incident verder",0
338,degelderlander,"Eten en ontspannen na shoppen bij de Ikea Eten en ontspannen na shoppen bij de Ikea Duiven heeft al de Ikea als grote publiekstrekker en daar komt in de nabije toekomst een groot horeca- en recreatiecentrum langs de A12 bij. In 2021 moet het nieuwe complex met vijf tot negen horecagelegenheden en voorzieningen zoals een bowlingbaan en klimmuur er staan. Het bedrijf Ten Brinke Slot projectontwikkeling uit Varsseveld denkt volgend jaar te beginnen met de bouw van de nieuwe publiekstrekker. Het complex met de naam Fresh & Fast, bestaat straks uit vijf tot negen horecagelegenheden plus recreatieve voorzieningen. De ontwikkelaar denkt aan een klimmuur, bowlingbanen, trampolines of een binnenspeeltuin. Op die manier kunnen bezoekers van onder meer Ikea, Makro, Intratuin en Mediamarkt tussen het shoppen door of na een lange winkeldag kiezen uit verschillende zaken om een hapje te eten of te ontspannen. ,,Dit plan sluit aan bij de marktbehoeften'', zegt ontwikkelaar Erwin Slot. ,,De consument wil wat te kiezen hebben. Het eten moet vers zijn en snel. Met minder neemt de consument geen genoegen."" De gemeenteraad van Duiven moet nog goedkeuring geven aan het plan voor Fresh & Fast. Als die er is, kan het horeca- en recreatiecentrum straks een paar honderd banen opleveren, verwacht Slot. ,,Afhankelijk van de bedrijven die er komen. Dat kunnen lokale ondernemers, bekende ketens of een pannenkoekenrestaurant zijn. Als ze maar een vernieuwend concept kunnen bieden. Aan een traditionele broodjeszaak heeft de consument tegenwoordig steeds minder behoefte, weten we uit onderzoek."" Onderzoek wees bovendien uit dat de bezoekers van de Duivense bedrijventerrein niet alleen uit de regio Arnhem en Nijmegen afkomstig zijn. ,,Uit heel Nederland komen ze naar Duiven. Er komen ongetwijfeld ook veel klanten uit Duitsland. Maar dat kunnen we niet herleiden op basis van datagegevens van mobile telefoons"", zegt Slot. Nu al",0
290,https://nu.nl/dieren/5354732/minister-schouten-wil-minder-opvang-zeehonden.html,"Zeehonden moeten in principe niet meer worden opgevangen, behalve als ze gewond zijn door menselijk handelen. Dat meldt minister Carola Schouten (Natuur) aan de Tweede Kamer.Ze kan zich vinden in de adviezen van een commissie die onderzoek deed naar de zeehondenopvang. Voortaan zou 'handen af' moeten gelden voor zieke of gestrande dieren. Ook moet de opvang professioneler.Schouten benadrukt dat het goed gaat met de zeehond. Er is een gezonde populatie van ongeveer 14.000 dieren in de Nederlandse wateren. De huidige zeehondenopvangcentra en vrijwilligers hebben daar een belangrijke bijdrage aan geleverd.Maar nu de populatie weer gezond en daardoor gegroeid is, ontstaat een nieuwe situatie, aldus Schouten: ""Dit vraagt om een andere manier van opvang.""Ze wil nu samen met provincies en opvanglocaties binnen een half jaar een zeehondenakkoord sluiten. Hierin komen de spelregels wanneer een zeehond wordt opgevangen.Het Zeehondencentrum Pieterburen is blij dat de minister zich heeft uitgesproken over de adviezen van de commissie. ""Het had wat ons betreft sneller gemogen, maar we kunnen nu echt gaan werken aan een modern wetenschappelijk gefundeerd opvangbeleid. Dat de minister zich kan vinden in de adviezen, is voor ons een steun in de rug"", zegt directeur Niek Kuizenga.Kuizenga beseft dat de opvang van zeehonden een lastig onderwerp is. ""Er een hoop gedoe over geweest. Nederland is het niet gewend dat we het anders gaan doen. We zullen daarin een belangrijke educatieve rol gaan spelen. Het moet duidelijk zijn dat we geen zeehonden aan hun lot overlaten. We moeten naar een professionele organisatie langs de kust om de dieren op de juiste manier te helpen.""Ook het Texelse Ecomare vindt het goed dat er een zeehondenakkoord komt. ''Wij werken graag mee aan de uitwerking daarvan'', zegt woordvoerster Marion Barth. Ze benadrukt overigens dat Ecomare al lang een terughoudend opvangbeleid voert.",0
470,https://www.geenstijl.nl/5100202/hoogopgeleiden_massaal_naar_pv/,"Er is haast een causaal verband waarneembaar tussen de opeenstapeling van leugens van de vvd en de omerta van PVV-volk. Hoe meer loze beloftes de vvd de wereld in slingert, hoe meer mensen ervoor uit durven te komen dat ze blind varen op de retoriek van Grote Greet. Wie met zijn hoogopgeleide bakkes bij de koffieautomaat een PVV-standpuntje durfde te verkondigen kwam terecht in een cordon sanitaire - een stempel want domme sukkel, en masse nagewezen worden door iedereen die wél deugt en op de verjaardag van je nichtje niet meer mogen praten met de GroenLinks-stemmende Klaverjügend. Welnu, de politieke elite heeft het de laatste jaren zó hard verkloot, dat zélfs de hoogopgeleiden uit hun schulp durven te kruipen. Zei men uit angst voor hoon en spot vroeger nog ik stem rechtervleugel vvd, om in het stemhokje alsnog stiekem trouw te zweren aan de blonde onderkoning uit Venlo, momenteel zijn de kaarten toch wat anders geschud. Omdat de politieke elite bezig is met een ongekende totaaldiskwalificatie van zichzelf komt de PVV bij dit onderzoek dus als grootste partij uit de bus bij de middelbaar- en hoogopgeleide werkbijen. Maar die PVVer, dat is toch een voortuinzittende Schultenbräudrinkende shagrokende Cantarijder uit Amsterdam-Noord? Neen. vvd-weglopers, PvdA-weglopers, D666-weglopers. Normále mensen, echt waar. Ze vallen niet eens voor de oneliners of het partijprogramma van Greet, ze kotsen op het stelletje beroepscharlatans met namen als Mark en Lodewijk, die door jarenlange volksvervreemding de grip op de realiteit he-le-maal kwijt zijn. Waar de populariteit van de PVV vooral in verband wordt gebracht met de vluchtelingenstroom en moslimextremisme laten deze resultaten een andere oorzaak zien die mogelijk voortkomt uit de afkeer van de huidige politieke elite,aldus vakbondsvoorzitter Reinier Castelein. Zei iemand throwback? Ja mensen, de PVV is here to stay.",1
708,https://nos.nl/artikel/2321708-emoties-bij-zaak-wilders-lopen-hoog-op-veel-corrupter-wordt-het-niet.html,"De emoties zijn hoog opgelopen bij de voortzetting van het hoger beroep tegen Geert Wilders om zijn 'minder-Marokkanen'-uitspraak. De PVV-leider verweet het Openbaar Ministerie ""verblind te zijn door haat"" tegen hem en zijn partij. Hij noemde zijn vervolging een ""dieptepunt van de rechtsstaat"", waarin het OM ""schaamteloos"" heeft gehandeld. ""Veel corrupter wordt het niet."" Een hevig geëmotioneerde advocaat-generaal zei dat hij nog nooit met die woorden was aangesproken door een verdachte. Hij noemde de beschuldigingen ""volstrekt onjuist"". Over de inhoud van het proces ""kan gesproken worden"", zei de advocaat-generaal. ""Wij zullen het nooit eens worden, maar die woorden kunnen niet. Het gaat te ver te zeggen dat wij leugens verkondigen. Wij handelen naar eer en geweten."" OM: geen bewijs politieke beïnvloeding De aanleiding voor het conflict was de vraag of de regering het Openbaar Ministerie heeft beïnvloed in de vervolging van Wilders, wat gezien het idee van de scheiding der machten gevoelig ligt. In opdracht van het hof heeft het OM alle communicatie tussen de minister en het OM doorgespit. Het Openbaar Ministerie zei vandaag geen bewijs te hebben gevonden van politieke beïnvloeding bij het besluit om Wilders te vervolgen voor zijn 'minder-Marokkanen'-uitspraak in 2014. Dat zei het OM al eerder, maar de relevante mails, brieven en andere documenten waren nog niet openbaar gemaakt. Dat heeft minister Grapperhaus van Justitie en Veiligheid maandag gedaan. Het gaat om 475 'items'. Wilders staat voor de rechter vanwege zijn uitspraken bij de uitslag van de gemeenteraadsverkiezingen in 2014. Aan zijn toehoorders in Den Haag vroeg hij of zij ""in deze stad en in Nederland meer of minder Marokkanen willen"". ""Minder!"", scandeerden zij. Daarop zei Wilders: ""Dan gaan we dat regelen."" In 2016 werd de politicus door de rechtbank Den Haag veroordeeld voor groepsbelediging en aanzetten tot discriminatie, maar kreeg hij geen straf. Zowel het OM als Wilders ging daartegen in beroep. ",1
0,parool,"Maduro zet ambassadeur van Duitsland uit Maduro zet ambassadeur van Duitsland uit Venezuela zet de Duitse ambassadeur, Daniel Martin Kriener, het land uit. De regering van president Nicolás Maduro heeft hem tot ongewenst persoon verklaard. Het Venezolaanse ministerie van Buitenlandse Zaken zegt op zijn website dat Kriener zich heeft bemoeid met interne aangelegenheden. Kriener heeft 48 uur om het land te verlaten. Zonder verder in detail te treden beschuldigt Venezuela hem ervan de internationale diplomatieke normen te hebben overtreden. Kriener was met ambassadeurs en diplomaten van andere Europese landen maandag naar het vliegveld gegaan om oppositieleider Juan Guaidó te steunen. Onder hen was ook een Nederlandse diplomaat. De meeste westerse landen, waaronder Nederland en Duitsland, erkennen Guaidó als het wettige staatshoofd van Venezuela en steunen zijn plan om een overgangsregering te installeren voorafgaand aan vrije verkiezingen. Maduro zegt dat hij het slachtoffer is van een staatsgreep. Onwrikbare steun De Duitse minister van Buitenlandse Zaken Heiko Maas zei gisteren dat Duitsland en zijn Europese partners Guaidó zullen blijven steunen. ""Dit is een onbegrijpelijke beslissing, die de situatie laat escaleren. De Europese steun voor Juan Guaidó is onwrikbaar."" Maandag had de Duitse ambassade op haar Twitteraccount gezegd dat Kriener hoopte dat Guaidó's terugkeer 'een stap is in de richting van een vreedzaam en politiek proces om de Venezolaanse crisis te overwinnen'. Maduro noemde zijn tegenstanders dinsdag 'opportunisten en lafaards', maar sprak daarbij de naam van Guaidó niet uit. Voor zaterdag hebben beide rivalen demonstraties aangekondigd. In een toespraak in het parlement heeft Guaidó de uitzetting van de ambassadeur veroordeeld. ""Ze bedreigen een belangrijk Europees land dat humanitaire hulp verleent aan Venezuela."" In gesprek met het Duitse weekblad Der Spiegel roept hij Europa op meer financiële sancties af te kondigen tegen het regime van Maduro. Daarmee moet worden voorkomen dat de inkomsten van",1
753,https://nos.nl/artikel/2305036-krikke-of-stikken-de-burgermoeder-voor-wie-de-geschiedenis-zich-herhaalde.html,"weeënhalf jaar was Pauline Krikke (58) burgemeester van Den Haag. In die korte tijd brokkelde het vertrouwen in haar steeds verder af. Bij haar ambtenaren, maar ook steeds meer in de gemeenteraad. Drie kwesties binnen één week luidden uiteindelijk haar vertrek in. Wie zijn oor te luisteren legt in die gemeenteraad komt tot de conclusie dat VVD'er Krikke, als zij vandaag niet de eer aan zichzelf had gehouden, komende donderdagavond naar huis was gestuurd. Dan zou de raad debatteren over de harde conclusies in het rapport van de Onderzoeksraad voor Veiligheid over het uit de hand gelopen Scheveningse vreugdevuur. ""Ondanks haar betrokkenheid en inzet voor onze stad is er te veel fout gegaan bij de afgelopen jaarwisseling om nu nog voldoende gezag te hebben"", reageerde bijvoorbeeld Arjen Kapteijns van GroenLinks vandaag op Krikke's ""moedige, maar onvermijdbare besluit"". En ook D66 sprak van een ""begrijpelijke keuze gezien het kritische rapport dat er lag"".Twee crisissituaties op één dag Al eerder waren er twijfels gerezen over het vermogen van de geboren Friezin om in crisissituaties het hoofd koel te houden en de juiste beslissingen te nemen. Vorige week dinsdag waren er zelfs twee crisissituaties op één dag. Eerst was er de doorzoeking van de werkkamers en de woningen van beide wethouders van de Groep de Mos. Al langer was er veel discussie in de Haagse politiek over Richard de Mos: sloeg diens 'ombudsmanpolitiek' niet om in vriendjespolitiek? Nu kwam de dringende vraag op tafel: wat had het college onder leiding van Krikke nou werkelijk gedaan om de risico's van integriteitsschendingen te voorkomen? Maar ook de boerendemonstratie op dezelfde dag verliep bepaald niet vlekkeloos. De burgemeester wilde eerst maar een handjevol tractors op het Malieveld, sprak toen met de organisatoren af dat het er maximaal 75 mochten worden, maar dat werden er uiteindelijk honderden. De boeren reden gewoon door de afzettingen.",1
8,vk,"Onze cultuur vormt ons gezamenlijk geweten Onze cultuur vormt ons gezamenlijk geweten Toen Freek de Jonge op het Boekenbal zijn stem verhief, viel hem hoon ten deel. Maar wat was eigenlijk de boodschap? Mijn vaders leermeester heette Gerardus van der Leeuw en was namens de PvdA onze eerste naoorlogse minister van Onderwijs, Kunsten en Wetenschappen. Hij stond een actieve cultuurpolitiek voor met volksverheffing als voornaamste oogmerk. Hij was precies een jaar cultuurminister. Zijn idealen werden in de toenmalige verzuilde samenleving als te links en te dwingend ervaren. Mag de politiek zich met de opvoeding van het volk bemoeien? Het ligt voor de hand om te zeggen laat het volk dat vooral lekker zelf uitzoeken. Maar intussen financiert de overheid (de politiek) met ons belastinggeld onderwijs, omroep, musea, orkesten, theatergezelschappen, bibliotheken en muziekscholen. Instellingen die met elkaar het fundament van onze culturele samenleving vormen. Er is een voortdurende spanning tussen links en rechts in welke mate er gemeenschapsgeld naar deze instellingen moet gaan. Al blijft een eeuwige discussie gaande of het niet voornamelijk om vrijetijdsbesteding van een bevoorrechte linkse elite zou gaan, toch wordt aan de diepe zin en het nut ervan, de bestendiging van onze beschaving, niet getwijfeld. Nu is er sinds grofweg 2000 een beweging in opkomst, die geholpen door de nieuwe media, stelt dat deze instellingen met inbegrip van de journalistiek verantwoordelijk zijn voor de deplorabele toestand waarin ons land zou verkeren. Omdat wetenschap, pers en kunst zich daar niet tegen kunnen verweren (slager keurt eigen vlees) is die nieuwe beweging niet langer onder de indruk van feiten en argumenten en crëeert mede dankzij de nieuwe communicatiekanalen zijn eigen werkelijkheid. Het is logisch dat politieke avonturiers zich zijn gaan ontfermen over de mensen die zich niet gehoord en geminacht voelen. Wat gaat er gebeuren als die politici, als",1
474,https://www.geenstijl.nl/2603451/vriendjespolitiek_in_schiedam_1/,"Het nepotisme van de VVD in Schiedam begint groteske vormen aan te nemen. De families Verver (ex-burgemeester) en Leemhuis gooien zoveel baantjes over en weer, dat het wel een tenniswedstrijd lijkt. In Deel I van dit saga toonden we aan dat burgemeester Verver wel heel gul was met het gunnen van opdrachten aan het taxibedrijf van haar zoon. Ze besloot na een bezoek van Jelte de eer maar aan zichzelf te houden. Verstandig. In Deel II onthulden we dat de plaatsvervangend burgemeester Joan Leemhuis-Stout haar nieuwe functie te danken heeft aan homeboy Jan Franssen (VVD), die ze al jarenlang kent uit het nevenactiviteitencircuit. Verrassend, maar dan totaal niet. We zijn er echter nog niet. Joan Leemhuis-Stout heeft namelijk ook een zoon, Jan Willem Leemhuis. Hij is ambtenaar op het gemeentehuis van Schiedam. Hij heeft die baan te danken aan Wilma Verver, die hem buiten de gewone sollicitatieprocedure om van de werkloosheid gered heeft. Vriendendienst van het betere soort. Loopt nu onderzoek naar, aldus het AD. Die meer nieuws hebben: als wisselgeld voor de mooie functie was JW degene die elke keer de opdrachten ondertekende voor het inhuren van Chauffeurstelefoon. Precies, het taxibedrijf van de zoon van Wilma Verver. Voor wat hoort wat. En zo is het cirkeltje weer rond in Napels aan de Maas. Dit soort praktijken leveren je in menig bananenrepubliek een staande ovatie op. Wat betreft de Ververs en de Leemhuisjes zit er simpelweg geen 'nee' in nepotisme. Hey, elitaire snobpolitici, blijf eens met je graaipoten van onze steden af!",1
