url,text,polarization
vk,"Hoekstra: 'schokfonds' EU desnoods zonder Nederland Hoekstra: 'schokfonds' EU desnoods zonder Nederland Als Frankrijk en Duitsland per se een eurozonebegroting willen optuigen die niet aan de Nederlandse voorwaarden voldoet, moeten ze dat maar zonder Nederland doen. Nederland zal in dat geval voor een 'opt-out' kiezen en geen financiële bijdrage leveren aan zo'n apart eurozonebudget, zegt minister van Financiën Wopke Hoekstra maandag in de Financial Times. Hoekstra uitte dit dreigement afgelopen weekeinde in de marge van een Eurogroep-vergadering in Boekarest. Een afzonderlijke Europese begroting voor de eurozone is een innige wens van vooral Frankrijk. De Fransen willen een 'schokfonds' van honderden of duizenden miljarden euro's oprichten waarmee eurolanden die in financiële problemen komen snel geholpen kunnen worden. Dit moet een nieuwe eurocrisis voorkomen. Duitsland gaat een heel eind mee in de Franse denkwijze, maar Nederland en een aantal kleinere landen zijn sterk tegen dit plan gekant. Zij vinden dat zo'n schokfonds eurolanden die hun begrotingszaakjes niet op orde hebben beloont. Landen met grote begrotingstekorten en hoge staatsschulden, zoals Italië, zullen in een recessie immers sneller in de problemen komen dan Nederland. Een omvangrijke eurozonebegroting is in de ogen van Hoekstra daarom een nieuwe stap naar een transferunie, waarbij economisch sterke eurolanden als Nederland de zwakkere lidstaten structureel subsidiëren. In december slaagden Nederland en zijn medestanders er nog in de Franse voorstellen flink af te zwakken. De eurolanden spraken toen af dat er geen aparte eurozonebegroting zou komen, maar slechts een beperkt 'begrotingsinstrument'. Dat zou uitsluitend dienen om noodzakelijke economische hervormingen te financieren. Het zou dus niet gebruikt worden om landen te helpen die door gebrek aan begrotingsdiscipline in een crisis geraken. Ook zou het budget van dit nieuwe begrotingsinstrument binnen de reguliere EU-begroting vallen. Het zou dus niet om extra geld gaan. Nederland wil namelijk niet dat de Europese begroting, en",0
parool,"Vrouw laat zoon achter als protest Vrouw laat zoon achter als protest Een Amsterdamse moeder heeft gisterochtend haar zoon van 9 jaar achtergelaten op het ministerie van Justitie en Veiligheid in Den Haag. De vrouw wilde via deze opmerkelijke weg aandacht vragen voor haar zaak. De vrouw was enige tijd eigenares van een broodjeszaak in Amsterdam, maar zegt gedupeerd te zijn door een frauderende huurbaas. Hierdoor zou ze in grote financiële problemen zijn gekomen. De beveiliger van het ministerie bevestigt dat gisterochtend een kind is achtergelaten in de hal van het gebouw, waar het op dat moment een drukte van belang was vanwege de persconferentie over de aanslag in Utrecht. ""Uiteindelijk is het goed gekomen,"" laat de beveiliger weten. Of dat betekent dat de jongen is herenigd met zijn moeder of is opgevangen door een instantie, wilde hij niet toelichten.",0
https://nos.nl/artikel/2278194-marokkaanse-christenen-hopen-op-meer-rechten-door-bezoek-paus.html,"Marokkaanse christenen hopen op meer rechten door bezoek paus Marokko ontvangt dit weekend paus Franciscus. Marokkaanse christenen grijpen de gelegenheid aan om als andersgelovigen meer rechten te krijgen. Via een openbare brief vragen ze de paus zich hiervoor in te zetten tijdens zijn bezoek. ""Als ik wil trouwen, moet ik een formulier tekenen waarop staat dat ik moslim ben. Mijn kinderen moet ik een Arabische naam geven en zij zullen op Marokkaanse openbare scholen islamitisch onderwijs krijgen. Maar we willen volgens onze tradities kunnen trouwen en de kinderen opvoeden"", aldus Zouhair, voorzitter van een coördinatieverband van Marokkaanse christenen. Volgens hem zijn er enkele tienduizenden in Marokko. Het precieze aantal is niet bekend omdat Marokko er niet te koop mee wil lopen. Vragen over de islam Zouhair kwam op 10-jarige leeftijd in aanraking met het christendom toen zijn broer zich bekeerde. Zijn vader sloeg en verstootte zijn bekeerde zoon, maar Zouhairs moeder miste hem zo erg dat de familie hem later toch vergaf. De interesse van Zouhair was gewekt en hij stal zijn broers bijbel. ""Dit was het enige boek over het christendom dat ik had. Hoe meer ik me erin verdiepte, hoe meer vragen ik had over de islam. Bijvoorbeeld over hoe Mohammed zo gewelddadig kon zijn en met een 7-jarige kon trouwen. Mijn vader, imam van beroep, antwoordde dat hij dat kon doen omdat hij de profeet was. Dat was niet bevredigend genoeg voor mij."" Toen Zouhair op zijn 16e ging studeren, hielp zijn broer hem aan een kamer bij zijn christelijke vrienden. ""We discussieerden elke dag over het geloof. We vierden Kerst met nog veertig andere mensen. Toen begreep ik dat wij niet de enige Marokkaanse christenen waren, maar dat er heel veel zijn. De groep voelde als een familie die samenkwam in hun geloof en gezamenlijk bad,",0
ad,"'Het gevecht dat ik aanga, is voor mijn kinderen'. interview aanklacht 'Het gevecht dat ik aanga, is voor mijn kinderen'. interview aanklacht Huguette Debets (35), een Nederlands-Rwandese, klaagt als eerste Boeing aan na de vliegtuigcrash in Ethiopië. Daarbij kwam de vader van haar kinderen, Jackson Musoni, om. Ik zou 'goed' kunnen antwoorden, wanneer iemand vraagt hoe het met me gaat: dan is iedereen op zijn gemak. Maar dat zou de waarheid niet zijn. Ik besef heel goed wat er gebeurd is. Juist daarom ben ik de eerste die een klacht indient. De familieleden van andere slachtoffers hebben nog de luxe van het rouwen, maar ik heb dat nog niet gedaan. Nog geen minuut. Alles valt bovenop me. Ik zal mijn tijd wel krijgen wanneer er gerechtigheid is voor hem en voor onze kinderen. Zij verdienen dit niet. De band die zij hadden met hun vader "" ,,Ze hadden hun vader al losgelaten. Zodat hij bij UNHCR, de vluchtelingenorganisatie van de Verenigde Naties, andere kinderen, andere vrouwen en andere mannen kon helpen. Ze konden daarmee leven, omdat ze wisten: hij doet het goede, hij komt wel terug. Maar ondanks al het goede dat hij heeft gedaan, komt hij nooit meer terug. De jongsten zijn 4 en 5 jaar oud, dus ze beseffen nog niet goed wat er gebeurd is. De oudste wel. Alle gevechten die ik aanga, zijn voor mijn drie kinderen en voor zijn eer. Mezelf zet ik even aan de kant."" ,,We zijn gescheiden in 2017. Op 21 januari. Na te hebben gewerkt op het ministerie van Buitenlandse Zaken was hij bij de VN begonnen. Daardoor verbleef hij door de week in een andere stad en kwam hij enkel in het weekend naar huis.'' ,,Omdat ik de scheiding nooit heb gewild, was dat voor mij maar een stukje papier.",0
parool,". Brieven . Brieven Parkeervergunning (1) Het aantal parkeervergunningen wordt stapsgewijs beperkt om meer ruimte te maken voor groen, fietsen en spelen, zo meldt Het Parool donderdag. De boodschap is duidelijk: Amsterdam is er weer niet voor haar bewoners. Het had ook anders gekund, door parkeerruimte te reserveren voor vergunninghouders en zo het bezoekend autoverkeer te weren. Maar dat maakt het ideaal waarschijnlijk te kostbaar. Paulien Seignette, Amsterdam Parkeervergunning (2) De geparkeerde auto moet van wethouder Sharon Dijksma uit het straatbeeld, zo kopt Het Parool donderdag op de voorpagina. Dan zullen ook de kinderen uit het straatbeeld verdwijnen. Want zonder auto wordt het knap lastig voor gezinnen. En ouderen, die zullen ook verdwijnen uit het straatbeeld als er straks nergens meer een geparkeerde auto mag staan, want ze hebben auto's nodig. Wat we wel te zien krijgen in het nieuwe straatbeeld zijn fietsers die nu helemaal losgaan en zich aan geen enkele regel meer zullen houden. Uiteraard ook volop terrassen op de bredere stoepen voor de toeristen. Met daarbij de bekende uitstalkramen op de stoep. En niet te vergeten de geur van wafels en karamel. Wat een jammerlijk vooruitzicht: een stad die geen stad meer mag zijn. Jeanne den Besten, Amsterdam Treinen naar Schiphol Het bericht dat er dertig treinen per uur naar Schiphol zullen gaan rijden binnenkort (Het Parool van woensdag) schudt me weer wakker. Er wordt in Amsterdam al tientallen jaren gepland en gebouwd voorbij het belang van de bewoners. Zo is de Noord/Zuidlijn er gekomen, zo worden ondanks de hotelstop grote hotels gebouwd in en rond Amsterdam. Ook worden 14.400 bomen gekapt vanwege de vernieuwing van Station Zuid. Zo kapt en bouwt men als gekken en de Amsterdamse inwoner heeft het nakijken. Die hapt naar adem in een door uitlaatgassen vergiftigde lucht. Merik van der Torren, Amsterdam",0
vk,"Ruim kwart meisjes in speciaal onderwijs gedwongen tot seks Ruim kwart meisjes in speciaal onderwijs gedwongen tot seks Meisjes in het voortgezet speciaal onderwijs komen vaker in aanraking met seksueel grensoverschrijdend gedrag dan meisjes op reguliere scholen. Zo zegt 27 procent ooit te zijn gedwongen tot seksuele handelingen, terwijl dat in het regulier onderwijs voor 7 procent geldt. Dat blijkt uit een onderzoek dat kenniscentrum voor seksualiteit Rutgers en Soa Aids Nederland vandaag presenteren. In de meeste gevallen gaat het om tongzoenen of aanraken tegen de wil. Een kwart van de meisjes zegt ook onvrijwillige orale of manuele seks te hebben gehad, en 13 procent zelfs geslachtsgemeenschap. 'Daar zijn we best van geschrokken', verklaart senioronderzoeker Hanneke de Graaf van Rutgers. 'We kregen wel signalen uit het veld dat seksueel grensoverschrijdend gedrag een issue is op scholen voor vso. Maar dit is echt een significant verschil.' Het gaat om meisjes op zogenoemde cluster 4-scholen. Dat zijn kwetsbare leerlingen met bijvoorbeeld een stoornis in het autistisch spectrum of adhd. 'Ze zijn misschien impulsiever en naïever en kunnen moeilijker de bedoelingen van een ander inschatten', aldus De Graaf. Het is voor het eerst dat Rutgers en Soa Aids Nederland onderzoek doen naar de seksuele gezondheid van jongeren in het vso. Het is een vervolg op het grote onderzoek 'Seks onder je 25ste' uit 2017. Meisjes op cluster 4-scholen hebben ook meer seksuele ervaring dan meisjes in het regulier onderwijs. Een op de drie meisjes (35 procent) heeft ervaring met geslachtsgemeenschap tegen een op de zes (16 procent) op gewone scholen. Daarnaast heeft 25 procent van de meisjes weleens een naaktfoto of seksfilmpje van zichzelf verstuurd, tegenover 6 procent op reguliere scholen. Opvallend genoeg wijken de jongens in seksuele ervaring nauwelijks af van jongens in het gewone onderwijs. 'Het zijn natuurlijk allemaal kwetsbare jongeren',",0
trouw,"Bevolking groeit al minder hard. uitgelicht Bevolking groeit al minder hard. uitgelicht Lezers van Trouw maken zich regelmatig zorgen over de bevolkingsgroei. De laatste was Ko Rijkers (Trouw,16 maart). Ook Ephimenco laat zich niet onbetuigd bij dit onderwerp. Ze kunnen gerust zijn: de bevolkingsgroei is sinds de jaren zestig gehalveerd van 2,2 procent toen tot 1,1 procent per jaar nu. Toen ik in 1950 geboren werd kreeg iedere vrouw gemiddeld vijf kinderen. Het wereldgemiddelde is nu tweeën-half. Dat is niet het gevolg van campagnes voor geboortebeperking of verstrekking van voorbehoedmiddelen. De bevolkingsgroei daalt door vermindering van de armoede. Zodra kinderen niet meer aan diarree of mazelen overlijden, beslissen ouders om minder kinderen te krijgen. Ook als kinderen naar school kunnen en niet langer hoeven te dienen als goedkope arbeidskrachten, daalt het kindertal. Bij meer welvaart zijn kinderen minder nodig als oudedagsvoorziening. Om bevolkingsgroei nog verder te beperken, zouden we ons dus vooral moeten richten op armoedebestrijding. In de jaren zeventig berichtte ik voor deze krant (samen met Johan ten Hove) over de bevolkingsconferentie in Boekarest. Een van de thema's daar was 'de beste pil is ontwikkeling'. Dat geldt nog steeds. Nico Kussendrager Bilthoven",0
vk,"Alle Rembrandts in overzichtstentoonstelling Alle Rembrandts in overzichtstentoonstelling rijksmuseum Het Joodse Bruidje van Rembrandt wordt opgehangen in het Rijksmuseum, vier dagen voor de publieksopening van de tentoonstelling Alle Rembrandts, de tentoonstelling van alle schilderijen, etsen en tekeningen van Rembrandt uit de eigen collectie. Dit jaar is het 350 jaar geleden dat de schilder overleed.",0
vk,"Kamerbreed verzet tegen Brusselse WW-maatregel Kamerbreed verzet tegen Brusselse WW-maatregel Polen en andere arbeidsmigranten kunnen hun Nederlandse werkloosheidsuitkering straks zes maanden 'meenemen' naar hun land van herkomst, terwijl dat nu nog drie maanden is. Nederland is daar fel tegen, omdat dit uitkeringstoerisme en -fraude kan uitlokken, maar staat machteloos. Een meerderheid van de EU-lidstaten heeft belang bij de maatregel en wil hem doordrukken. De Tweede Kamer is in alle staten en vroeg dinsdag unaniem een spoeddebat aan. Het Europese voorstel wordt vandaag namelijk definitief. Minister Wouter Koolmees van Sociale Zaken kon weinig anders doen dan de Kamer nog eens uitleggen hoe de Europese democratie werkt. De lidstaten hebben op veel beleidsterreinen geen veto meer. Voor het nemen van besluiten is een meerderheid meestal voldoende. De landen die de stemming verliezen, worden dan gedwongen (Europese) wetgeving in te voeren die ze zelf niet willen. Ditmaal trekt Nederland hoogstwaarschijnlijk aan het kortste eind, schreef Koolmees maandagavond aan de Tweede Kamer. Het is niet voor het eerst dat Nederland het onderspit delft in Brussel, maar dat zo'n Europees besluit indruist tegen de wens van het voltallige kabinet, een unanieme Tweede Kamer en álle Nederlandse europarlementariërs, is zeldzaam. Bovendien gaat het om een erg gevoelig dossier. Journalisten van Nieuwsuur brachten vorig jaar aan het licht dat duizenden Poolse arbeidsmigranten misbruik maken van de hoge Nederlandse werkloosheidsuitkeringen. Zij werken een paar maanden in Nederland, nemen ontslag en gaan dan drie maanden vakantie vieren in Polen met een WW-uitkering. Formeel moeten zij in eigen land actief naar werk zoeken om de Nederlandse uitkering te behouden, maar dat wordt niet of nauwelijks gecontroleerd. In de praktijk gaat vrijwel geen Pool in eigen land aan het werk zolang hij of zij recht heeft op WW. Dat loont niet: de Nederlandse uitkering is twee keer zo hoog als het",0
https://nos.nl/artikel/2295062-oekraine-legt-russische-tanker-aan-de-ketting.html,"Oekraïne legt Russische tanker aan de ketting Oekraïne heeft een Russische tanker aan de ketting gelegd in de haven van Izmajil. Het schip zou betrokken zijn geweest bij een incident in november in de Straat van Kertsj. Daarbij werden 24 zeelieden door Rusland gevangen genomen, ze zitten nog altijd vast. het Internationaal Zeerechttribunaal van de VN oordeelde in mei dat Rusland hen moet vrijlaten, maar Rusland negeert de uitspraak. De Oekraïense geheime dienst is erachter gekomen dat het schip van naam is veranderd. Ten tijde van het incident heette het schip Neyma, maar nu vaart het onder de naam Nika Spirit. De geheime dienst ziet het vaartuig als bewijsmateriaal voor de aanval en heeft daarom het schip vastgelegd. ""Deze actie zal niet goed zijn voor de spanning tussen beide landen,"" zegt Rusland correspondent David Jan Godfroid. Hij kan zich voorstellen dat Oekraïne de tanker inzet als ruilmiddel voor de zeelieden. In november nam Rusland drie Oekraïense schepen in beslag toen die door de Straat van Kertsj naar de Zee van Azov wilden varen. De Oekraïense marine beschuldigde Rusland ervan het vuur te hebben geopend op zijn schepen. Moskou zei destijds dat de Oekraïners illegaal Russische wateren waren binnengevaren. Rusland zegt dat de actie illegaal is en roept Oekraïne op om het schip vrij te geven, meldt persbureau RIA. Godfroid: ""Ze hebben aangekondigd adequaat te reageren, hoe ze dat gaan doen, is nog de vraag.""",0
trouw,"Den Haag heeft merendeel foute betalingen al terug. uitkeringen Den Haag heeft merendeel foute betalingen al terug. uitkeringen De gemeente Den Haag heeft het grootste deel van de ten onrechte overgemaakte 2,5 miljoen euro aan uitkeringen terug. Inmiddels is al meer dan 2 miljoen euro op de Haagse bankrekening bijgeschreven, aldus de gemeente gisteren. De gemeente stortte donderdag bij 69 mensen die werken met behoud van uitkering, een te hoog bedrag aan zogeheten 'premie proefplaatsing'. Het hoogste bedrag dat onterecht werd uitgekeerd was 108.117 euro en het laagste bedrag 7419 euro. De gemeente denkt dat de bedragen niet juist in het informatiesysteem zijn ingelezen, doordat er een punt stond waar volgens de Nederlandse schrijfwijze bij geldbedragen een komma had moeten staan. Een medewerker die de betalingen controleerde, ontdekte de fout. In 2013 gebeurde iets soortgelijks in Amsterdam.",0
parool,"Ooit een 'wrat', nu een bejubeld icoon Ooit een 'wrat', nu een bejubeld icoon De piramide van het Louvre bestaat dertig jaar. De elegante entree van het grootste museum ter wereld geldt nu als een meesterwerk, maar was ooit zeer omstreden. Onder leiding van de Franse kunstenaar JR beplakten vierhonderd vrijwilligers de afgelopen dagen een groot deel van de binnenplaats van het Louvre met stroken bedrukt papier. De reusachtige collage ter ere van het dertigjarig bestaan van de piramide is alleen te bewonderen vanaf de bovenste verdieping van het museum. ""Het zal lijken alsof de piramide uit de grond verrijst,"" zo lichtte JR zijn eerbetoon toe. De straatartiest ging ook op de foto met Chien Chung Pei, de zoon van de Amerikaans-Chinese architect Leo Mingh Pei. Beiden kregen begin jaren tachtig carte blanche om het oude paleis te moderniseren en uit te breiden. Zij moesten bedenken hoe het museum, dat verschillende ingangen had, voorzien kon worden van een centrale entree onder het plein, die grote aantallen bezoekers kon verwerken. Pei senior bedacht dat een piramide van glas de ondergrondse ruimte van licht zou kunnen voorzien, zodat het geheel niet op een metrostation zou lijken. Op bezoek bij de toenmalige president François Mitterrand haalde hij een piramide uit zijn broekzak en plaatste die op de maquette van zijn plan. Mitterrand was verrukt en zei meteen ja. Donker en stoffig Het Louvre was in die dagen een ramp. De zalen waren donker en stoffig, de openingstijden varieerden per afdeling, wc's waren onvindbaar. En waar nu de piramide staat, was een parkeerplaats waar het naar urine stonk. Ambtenaren van het ministerie van Financiën, dat een groot deel van het gebouw had betrokken, zetten hier hun auto neer. Toch stak er een storm van protest op toen foto's van Peis maquette in de pers",0
destem,"Seizoenkaarthouders NAC kunnen kaartjes doorverkopen Seizoenkaarthouders NAC kunnen kaartjes doorverkopen NAC-fans met een seizoenkaart kunnen voortaan hun vaste plek in het stadion aanbieden voor de losse verkoop. Deze nieuwe service geldt vooralsnog alleen voor kaarthouders op de B-side en in Vak G. In een later stadium wordt ook de eretribune toegevoegd. Dat heeft de club gisteren bekendgemaakt. Kaarthouders die verhinderd zijn, kunnen in het ticketsysteem van de club terecht om hun plaats te koop aan te bieden. Belangstellenden kunnen een ticket van een seizoenkaarthouder overkopen voor de prijs van een losse kaart plus 2 euro. In dat geval ontvangt hij of zij een uniek e-ticket en wordt de seizoenkaart voor de betreffende wedstrijd geblokkeerd. De verkoper ontvangt de helft van het verkoopbedrag. De andere helft gaat naar NAC, zegt woordvoerder Jasper Saeijs. ,,Zo verdienen wij er ook wat aan. De opbrengst van deze kaartjes besteden we volledig aan onze jeugdopleiding."" Voor de kaarthouder is het een handige service. ,,En voor ons biedt het meer zekerheid dat er geen plek vrij blijft bij thuisduels"", aldus Saeijs, die vaststelt dat per wedstrijd een paar honderd kaarthouders niet komen opdagen. De nieuwe service - ook Feyenoord en Heerenveen bieden deze mogelijkheid - gaat via de technologie van hoofdsponsor CM. ,,Zij hebben een nieuw online ticketsysteem geïntroduceerd waarop, als je op zoek bent naar een kaartje voor een wedstrijd, meteen kunt zien of seizoenkaarthouders een ticket aanbieden als er geen reguliere kaartjes meer te koop zijn."" Wie gebruik wil maken van de nieuwe service moet zich registreren op de site nac.cmtickets.com",0
https://nu.nl/dieren/5354732/minister-schouten-wil-minder-opvang-zeehonden.html,"Zeehonden moeten in principe niet meer worden opgevangen, behalve als ze gewond zijn door menselijk handelen. Dat meldt minister Carola Schouten (Natuur) aan de Tweede Kamer.Ze kan zich vinden in de adviezen van een commissie die onderzoek deed naar de zeehondenopvang. Voortaan zou 'handen af' moeten gelden voor zieke of gestrande dieren. Ook moet de opvang professioneler.Schouten benadrukt dat het goed gaat met de zeehond. Er is een gezonde populatie van ongeveer 14.000 dieren in de Nederlandse wateren. De huidige zeehondenopvangcentra en vrijwilligers hebben daar een belangrijke bijdrage aan geleverd.Maar nu de populatie weer gezond en daardoor gegroeid is, ontstaat een nieuwe situatie, aldus Schouten: ""Dit vraagt om een andere manier van opvang.""Ze wil nu samen met provincies en opvanglocaties binnen een half jaar een zeehondenakkoord sluiten. Hierin komen de spelregels wanneer een zeehond wordt opgevangen.Het Zeehondencentrum Pieterburen is blij dat de minister zich heeft uitgesproken over de adviezen van de commissie. ""Het had wat ons betreft sneller gemogen, maar we kunnen nu echt gaan werken aan een modern wetenschappelijk gefundeerd opvangbeleid. Dat de minister zich kan vinden in de adviezen, is voor ons een steun in de rug"", zegt directeur Niek Kuizenga.Kuizenga beseft dat de opvang van zeehonden een lastig onderwerp is. ""Er een hoop gedoe over geweest. Nederland is het niet gewend dat we het anders gaan doen. We zullen daarin een belangrijke educatieve rol gaan spelen. Het moet duidelijk zijn dat we geen zeehonden aan hun lot overlaten. We moeten naar een professionele organisatie langs de kust om de dieren op de juiste manier te helpen.""Ook het Texelse Ecomare vindt het goed dat er een zeehondenakkoord komt. ''Wij werken graag mee aan de uitwerking daarvan'', zegt woordvoerster Marion Barth. Ze benadrukt overigens dat Ecomare al lang een terughoudend opvangbeleid voert.",0
trouw,"'Maak 30 km de norm in bebouwde kom' 'Maak 30 km de norm in bebouwde kom' veiligheid - Met een maximumsnelheid van 30 kilometer per uur vallen er minder slachtoffers, hoopt de Rai Vereniging. In 2017 kwam ruim een kwart van de doden in het verkeer om door een ongeval op een 50-kilometerweg binnen de bebouwde kom. Voorzitter Steven van Eijck van de branchevereniging van auto- en fietsindustrie riep gisteravond tijdens het jaarlijkse Rai Mobiliteitsdiner in Den Haag gemeenten op meer werk te maken van 30-kilometerzones. ""Als de snelheid van 50 naar 30 gaat, neemt de remweg enorm af. Van 19 naar 7 meter op een droge weg. Dat kan het verschil tussen leven en dood betekenen."" Het is drukker geworden in het verkeer, zegt hij. Zowel op de weg als op het fietspad. Er zijn ook nieuwe typen voertuigen bijgekomen zoals de speed-pedelec, de snelle elektrische fiets. ""Allemaal ontwikkelingen die we moeten omarmen, maar die ook hun keerzijde hebben. We zijn wel de vertegenwoordiger van de mobiliteitsindustrie, maar niet van de verkeersslachtoffers."" Geen gejuich We begrijpen dat niet iedere automobilist hierop zit te wachten, voegt een woordvoerder van de Rai daaraan toe. ""Maar we willen naar nul verkeersslachtoffers in 2050. Dat vergt, net als voor het klimaat, maatregelen die op de korte termijn niet door iedereen met gejuich worden ontvangen."" Om de doorstroming in de stad niet te belemmeren moet op belangrijke ontsluitingswegen de maximumsnelheid 50 of 70 blijven. Op die wegen moeten er voor fietsers en scooters gescheiden rijbanen of fietspaden komen. Verkeersminister Cora van Nieuwenhuizen laat in een reactie weten dat ze er geen voorstander van is om de norm landelijk in te voeren. Het is aan gemeenten om te bepalen op welke wegen binnen de bebouwde kom de maximumsnelheid 30 kilometer per uur is. De minister",0
https://nu.nl/politiek/6088772/hoger-minimumloon-lijkt-zeker-nu-steeds-meer-partijen-hiervoor-pleiten.html,"Het kan bijna niet anders of een volgend kabinet regelt een hoger minimumloon. In bijna alle tot nu toe gepubliceerde voorlopige verkiezingsprogramma's komt dit punt naar voren. Linkse partijen pleiten hier al jaren voor. Het is vooral opvallend dat nu ook de VVD dit wil.""Een hoger minimumloon, zodat werken ook voor de lagere inkomens meer loont"", staat er in het vrijdag gepubliceerde programma voor de Tweede Kamerverkiezingen voor maart 2021 van de VVD.Ook de andere coalitiepartijen zien dit zitten. In het CDA-programma valt te lezen: ""Veel mensen die op het minimumloon werken kunnen nauwelijks rondkomen van het inkomen dat ze verdienen.""Volgens D66 kunnen mensen met een hoger minimumloon ""gemakkelijker hun rekeningen betalen en wordt het tegelijkertijd aantrekkelijker om te gaan werken vanuit een uitkering"".Dat zijn geluiden die voorheen vooral bij linkse partijen zoals SP en PvdA te horen waren.""Super"", zegt SP-leider Lilian Marijnissen dan ook in een reactie tegen NU.nl op het nieuws dat nu ook de VVD een hoger minimumloon omarmt.""Wij zijn daar al heel lang mee bezig. De laatste jaren zag je dat het economisch goed ging. Bedrijven maakten winsten, maar werknemers profiteerden daar nauwelijks van. Daar kun je als politiek wat aan doen.""Door de coronacrisis zullen veel bedrijfswinsten zijn verdampt, maar Marijnissen ziet daarin alleen maar een extra argument dat een hoger minimumloon nodig is. ""Veel laagbetaalde banen noemen we nu cruciaal. Kijk naar werknemers in de distributiecentra, de schoonmaak en sommige delen in de zorg.""Bovendien, zegt de SP-leider, draait uiteindelijk de belastingbetaler op voor de lage lonen, omdat die werknemers via toeslagen op een bestaansminimum moeten komen.Het Centraal Planbureau (CPB) berekende al eerder dat een hoger minimumloon, een minder negatief effect heeft dan aanvankelijk werd gedacht.De SP, GroenLinks en PvdA pleiten voor een minimumloon van 14 euro per uur. Het bedrag is nu zo'n 10 euro,",0
trouw,"lezersreacties lezersreacties Onvergeeflijk In een gesprek met misbruikslachtoffer Saskia zegt de abt van de Abdij van Berne, Denis Hendrickx: ""Er moet een keer vergeven kunnen worden"" (de Verdieping, 29 maart). Priesters weten precies wat wel en wat niet mag, wat God wel en niet goedvindt. Onvermoeibaar zullen ze dat de beminde gelovigen blijven voorhouden. Ze zijn tenslotte de verkondigers van Gods woord. Als ze zich vervolgens zelf daaraan bezondigen is dat dan ook onvergeeflijk. Blijkbaar wil dat nog steeds niet tot de verantwoordelijken doordringen. Pierre Joosten Soest Giroblauw In 1990 opende ik als twintigjarige student, groen als gras, een girorekening bij de Postbank. Veel dingen gratis, alles van het Rijk, en ik was arm. Wat er daarna is gebeurd is, geen idee, maar op de een of andere manier ben ik - zonder daarvoor te kiezen - bij de inmiddels schaamrode ING beland. Zelf zou ik het blauw nimmer voor oranje geruild hebben. Nu wil datzelfde Rijk wegwezen wegens te bruin bakkend witwassen waar men zich groen en geel aan ergert (Trouw, 29 maart). Ik wil niemand zwartmaken, maar kunnen ze mij - grijzend inmiddels - niet gewoon die Postbank teruggeven? Gerard Tuk Delft KLM en publiek belang Walter Bergevoet is het niet eens met de aankoop door de staat van KLM-aandelen (Opinie, 29 maart). Waarom die ziekenhuizen niet redden en je wél met de KLM bemoeien, vraagt hij. Een terechte vraag. De verklaringen die de betrokken ministers erover gaven klinken niet consequent (geen afgestemd regeringsbeleid). Wel moet Bergevoet weten dat het MC Slotervaart altijd een economisch zorgenkindje is geweest, wat niet van KLM gezegd kan worden. Bovendien is er bij deze aandelenaankoop een achterliggende gedachte: het gaat niet primair om de KLM. Het gaat om de positie van Schiphol, dat zwaar leunt op de aanwezigheid van KLM. Dat laatste",0
degelderlander,"Missen. Column Thomas verbogt Missen. Column Thomas verbogt Gebeurde er gisteren nog wat op 1 april, ik bedoel iets 1 aprillerigs, privé? Paar jaar geleden wel. Met twee collega's moest ik iets doen in een theater. Een van hen wees op een lege parkeerplaats en vroeg of ik er even op wilde staan. Haar auto stond een paar straten verder 'volstrekt fout geparkeerd'. Ging ze die even halen. Het duurde langer dan me strikt noodzakelijk leek, ik moest minstens een keer of vijf met rare gebaren duidelijk maken dat de plek waarop ik stond niet vrij was. Ah, daar was ze weer, op de fiets en riep lachend: ,,Wat sta je daar op 1 april?"" Er zijn foto's van. Vond ik het leuk? Helemaal niet. Ik houd niet van dan soort humor. Maar toch? Maar toch wat? Terwijl ik geen zin heb slachtoffer te worden van een 1 april, vraag ik me af of er iets voorbij is. Ja, natuurlijk je kindertijd waarin de onderwijzer je opdroeg bij de drogist een flesje ooievaarskuitenvet te kopen. Maar er kwam toch ook een tijd daarna? Hier hoort een andere vraag bij: ben ik er nog wel zoals ik er een tijdje terug was? Week of twee geleden was er op de snelweg huiswaarts een duchtige alcoholcontrole. Een agent gebaarde dat ik de fuik gewoon mocht passeren, ik hoefde niet eens gecontroleerd te worden. Misschien was het hartstikke helder dat ik enorm alcoholvrij reed, maar toch. Vorige week was er een feestje waar ouderwets gedanst werd. Het was daar bekend dat ik er qua mezelf niet van houd, verder heb ik er écht geen bezwaar tegen, maar toch: niemand stelde voor dat ik 'gezellig' meedeed. Dat is ooit wel honderd keer tegen me gezegd. Je gaat dat dan missen. Ik maak er verder",0
